QueryNumber;DocNumber;DocVotes
87;550;101
87;590;1012
87;631;1001
87;632;1
87;668;1
87;722;1
87;812;101
87;819;1001
87;833;1
87;860;1210
87;945;100
87;990;1
87;1005;2222
87;1007;100
87;1015;2221
87;1025;100
87;1032;100
87;1060;2120
87;1071;101
87;1134;101
87;1163;1
87;1169;1
87;1180;1
87;1234;1
88;370;1011
88;443;2
88;457;2222
88;590;1012
88;614;2220
88;668;1
88;678;110
88;679;110
88;702;100
88;945;100
88;990;1
88;1091;1211
88;1134;1
88;1144;100
89;79;1210
89;152;2
89;176;2221
89;177;110
89;179;1
89;260;2212
89;265;2
89;370;1000
89;469;2222
89;479;1000
89;590;10
89;706;1100
89;778;100
89;905;1210
89;912;1101
89;1065;100
89;1086;1
90;7;1222
90;160;1
90;161;1
90;176;1222
90;177;2212
90;200;1122
90;260;1012
90;265;2212
90;370;1000
90;451;2122
90;479;1120
90;505;1
90;589;1
90;590;2222
90;763;1
90;778;110
90;874;1
90;884;2222
90;912;1212
90;987;100
90;1065;100
90;1071;1
90;1086;1211
90;1089;1
90;1090;1210
90;1091;112
90;1234;1
90;1238;10
91;1;1
91;3;2
91;4;2
91;8;1
91;9;1
91;11;101
91;13;1
91;15;102
91;17;101
91;21;100
91;29;1211
91;30;100
91;32;1
91;33;1
91;40;2
91;41;1
91;45;1
91;46;101
91;50;1
91;56;1
91;57;2212
91;58;1212
91;59;1211
91;60;1
91;69;2111
91;78;1
91;88;2221
91;92;1
91;94;1
91;95;2222
91;97;2222
91;98;2211
91;100;2
91;103;1012
91;105;1012
91;109;1012
91;115;1002
91;116;1012
91;118;2
91;119;1012
91;121;1
91;122;1
91;124;1
91;128;1
91;134;1
91;135;1
91;139;1211
91;147;1
91;163;1
91;166;1
91;170;1
91;173;1
91;174;1211
91;181;1
91;182;2222
91;183;2220
91;186;2220
91;189;10
91;199;102
91;202;1120
91;204;1210
91;211;100
91;226;1
91;237;1
91;240;2220
91;241;12
91;242;1
91;243;1
91;244;1
91;248;1
91;250;2122
91;256;1
91;259;1
91;261;1
91;263;1
91;264;1
91;265;1
91;266;2212
91;267;2222
91;268;100
91;272;1
91;274;100
91;275;1
91;276;1
91;278;1
91;279;1
91;281;1
91;283;1
91;286;1
91;287;1
91;294;2122
91;297;1001
91;300;100
91;301;10
91;314;2210
91;317;1220
91;322;2221
91;331;1
91;333;1
91;339;1111
91;348;2
91;351;110
91;352;110
91;353;2122
91;354;11
91;355;10
91;359;1011
91;361;110
91;362;2122
91;364;2220
91;370;2212
91;376;2221
91;381;2221
91;385;1221
91;392;1
91;395;2121
91;396;2211
91;398;11
91;405;1
91;412;2
91;413;2222
91;416;100
91;422;2221
91;423;1100
91;426;1
91;428;100
91;431;1
91;434;1002
91;443;1001
91;454;100
91;455;100
91;466;1210
91;468;2222
91;473;1
91;474;2120
91;475;2221
91;478;1120
91;485;100
91;486;12
91;489;100
91;508;101
91;512;11
91;538;1
91;545;110
91;549;100
91;550;1212
91;551;1
91;552;2112
91;553;1
91;559;101
91;562;1
91;579;2110
91;582;1
91;586;1
91;594;1211
91;598;2121
91;601;101
91;603;2012
91;611;1210
91;615;2121
91;626;1
91;641;1111
91;642;100
91;643;1
91;648;1
91;659;100
91;667;1
91;673;100
91;682;2210
91;683;2210
91;684;1220
91;688;100
91;690;101
91;694;100
91;695;1210
91;700;2222
91;704;1
91;714;110
91;719;1
91;720;102
91;722;2222
91;724;101
91;725;1
91;727;1
91;728;2222
91;729;1
91;731;2
91;732;2222
91;733;2122
91;735;1
91;751;2
91;752;1111
91;756;2222
91;759;2122
91;762;1
91;763;2112
91;764;1102
91;767;1
91;768;10
91;770;2222
91;771;1
91;772;102
91;773;1
91;779;1
91;781;2122
91;782;1
91;784;1102
91;787;2122
91;788;1
91;791;1001
91;794;1000
91;796;1220
91;797;2112
91;798;1100
91;799;1110
91;801;2122
91;803;2220
91;808;2122
91;809;1
91;822;2122
91;833;2112
91;834;100
91;835;100
91;836;1010
91;838;1
91;844;2
91;854;1
91;859;2122
91;866;1
91;867;1
91;868;1
91;870;2221
91;872;102
91;875;1
91;880;1
91;882;1
91;883;100
91;888;1002
91;893;2122
91;894;1
91;896;1
91;897;1000
91;900;1120
91;906;1
91;913;1
91;914;1000
91;935;11
91;941;1001
91;944;1
91;947;1
91;965;2122
91;974;2221
91;982;1001
91;985;1122
91;990;1002
91;992;1
91;993;1
91;997;2222
91;998;2212
91;1000;2122
91;1018;2122
91;1019;2
91;1023;1
91;1033;1
91;1040;1
91;1041;1
91;1043;2
91;1047;2
91;1051;1
91;1054;2
91;1056;2
91;1057;2
91;1058;2
91;1063;1
91;1080;2
91;1085;1
91;1091;1
91;1093;2
91;1095;2222
91;1097;2220
91;1098;1221
91;1103;1000
91;1106;100
91;1107;100
91;1108;100
91;1115;1
91;1116;1
91;1118;2212
91;1119;2
91;1125;1210
91;1134;100
91;1177;2122
91;1184;2221
91;1186;1
91;1189;2222
91;1191;101
91;1192;1
91;1216;2222
91;1217;2222
91;1219;2222
91;1226;2222
91;1232;1
91;1234;1001
91;1235;102
92;17;1
92;43;1
92;111;1
92;130;1000
92;135;1102
92;136;1
92;148;2
92;181;1
92;185;1000
92;189;1
92;193;1000
92;200;1
92;213;2111
92;226;12
92;238;1012
92;258;2222
92;333;1002
92;342;100
92;354;2110
92;370;1102
92;377;1010
92;392;1
92;429;1
92;434;100
92;446;1
92;465;11
92;472;2222
92;473;2221
92;479;100
92;489;1121
92;492;1
92;503;1
92;510;1
92;514;1010
92;550;1100
92;559;11
92;586;2
92;596;1
92;599;2111
92;607;1
92;611;2110
92;643;1
92;653;1
92;661;2222
92;671;1000
92;687;1000
92;692;10
92;705;2210
92;722;2222
92;724;1111
92;729;1
92;731;2
92;735;1
92;763;1001
92;764;1001
92;767;1
92;778;1011
92;783;2122
92;788;100
92;804;1
92;806;1
92;822;100
92;824;1
92;826;10
92;837;1
92;838;1
92;839;1
92;842;2111
92;845;2
92;856;1
92;858;11
92;859;1
92;879;1122
92;883;1
92;888;1
92;889;1
92;908;100
92;910;1100
92;914;1210
92;915;100
92;926;100
92;930;101
92;934;1110
92;940;1
92;941;1001
92;944;1
92;946;1
92;952;2222
92;990;1002
92;1000;2122
92;1014;1
92;1023;2
92;1031;100
92;1033;1111
92;1040;1
92;1066;1
92;1071;1
92;1093;2
92;1147;2222
92;1151;1
92;1186;1
92;1188;1
92;1192;1100
92;1195;2122
92;1226;1
92;1227;1
92;1232;1121
92;1234;2122
92;93;18
92;113;2212
92;145;2222
92;180;2122
92;272;2222
92;422;1
92;467;1010
92;489;11
92;550;1
92;586;1002
92;722;1
92;724;1
92;873;1
92;999;2
92;1000;2
92;1020;2
92;1023;1
92;1033;2
92;1233;1
94;78;11
94;114;2
94;122;1
94;123;1
94;137;1
94;192;1
94;209;11
94;270;2
94;277;2
94;282;1
94;309;2122
94;311;2122
94;322;1
94;359;1
94;370;1010
94;400;1
94;435;1
94;436;1
94;440;2222
94;442;1
94;494;2222
94;498;1212
94;504;1
94;505;1
94;533;1
94;536;2222
94;571;2
94;742;2222
94;745;2222
94;789;1010
94;955;2122
94;1016;2
94;1091;2
94;1092;2
94;1121;1122
94;1143;2122
94;1156;1121
94;1158;1
94;1197;2122
94;1199;2122
94;1200;1
94;1204;2222
94;1223;1121
95;12;1
95;30;2112
95;43;100
95;192;2
95;257;1000
95;322;100
95;603;2120
95;606;2120
95;1097;1
96;9;1
96;40;1001
96;43;100
96;75;2212
96;454;2222
96;455;2222
96;520;1001
96;526;11
96;527;1
96;673;2222
96;883;10
96;1087;1
97;52;100
97;68;1000
97;135;1
97;140;101
97;190;1
97;392;1
97;416;1001
97;538;1
97;539;2222
97;751;2210
97;757;2222
98;145;2221
98;180;2120
98;270;1
98;272;2210
98;362;2
98;467;10
98;595;10
98;667;2
98;728;2222
98;782;2122
98;787;1011
98;985;2110
98;1018;100
98;1019;1000
98;1118;101
99;268;2222
99;324;2222
99;449;2122
99;992;1220
99;1191;1001
100;59;101
100;183;2222
100;370;1211
100;579;2222
100;803;1100
100;833;110
100;1000;1212
100;1017;2212
100;1033;1
100;1097;1100
100;1232;101
